customer_id,gender,senior_citizen,tenure_months,contract_type,payment_method,monthly_charges,total_charges,internet_service,support_tickets,paperless_billing,churn,churn_numeric,tenure_group,charge_per_month_tenure,churn_probability,risk_segment,revenue_at_risk
CUST-0369,Male,0,7,Month-to-month,Bank transfer (automatic),26.38,186.5,DSL,1,No,Yes,1,7-12 months,3.77,0.552,Medium Risk,174.74
CUST-0370,Male,0,31,Month-to-month,Bank transfer (automatic),18.25,588.52,No,1,Yes,No,0,25-48 months,0.59,0.387,Medium Risk,84.75
CUST-0371,Female,0,55,Two year,Mailed check,23.8,1293.71,No,1,No,No,0,49+ months,0.43,0.137,Low Risk,39.13
CUST-0372,Female,0,37,Two year,Electronic check,103.32,3714.4,Fiber optic,3,No,Yes,1,25-48 months,2.79,0.368,Medium Risk,456.26
CUST-0373,Female,0,63,Two year,Bank transfer (automatic),38.35,2402.18,No,3,Yes,No,0,49+ months,0.61,0.119,Low Risk,54.76
CUST-0374,Female,0,30,Two year,Credit card (automatic),54.97,1574.62,Fiber optic,2,No,Yes,1,25-48 months,1.83,0.324,Medium Risk,213.72
CUST-0375,Male,0,13,One year,Electronic check,37.29,500.31,No,1,Yes,No,0,13-24 months,2.87,0.393,Medium Risk,175.86
CUST-0376,Female,0,38,One year,Bank transfer (automatic),51.79,2032.24,Fiber optic,0,No,Yes,1,25-48 months,1.36,0.38,Medium Risk,236.16
CUST-0377,Female,0,37,Month-to-month,Electronic check,91.24,3405.59,Fiber optic,1,Yes,No,0,25-48 months,2.47,0.568,Medium Risk,621.89
CUST-0378,Male,0,1,Month-to-month,Mailed check,47.93,47.23,DSL,1,No,Yes,1,0-6 months,47.93,0.583,Medium Risk,335.32
CUST-0379,Female,0,8,Month-to-month,Electronic check,28.6,235.66,No,1,Yes,No,0,7-12 months,3.58,0.557,Medium Risk,191.16
CUST-0380,Male,0,14,Month-to-month,Mailed check,94.89,1335.72,Fiber optic,2,Yes,Yes,1,13-24 months,6.78,0.648,High Risk,737.86
CUST-0381,Female,0,30,One year,Bank transfer (automatic),35.69,1105.6,DSL,3,No,No,0,25-48 months,1.19,0.288,Low Risk,123.34
CUST-0382,Female,1,12,Month-to-month,Electronic check,34.04,413.85,DSL,3,No,Yes,1,7-12 months,2.84,0.552,Medium Risk,225.48
CUST-0383,Female,0,3,Month-to-month,Bank transfer (automatic),66.25,204.4,Fiber optic,1,Yes,No,0,0-6 months,22.08,0.707,High Risk,562.06
CUST-0384,Male,0,35,Month-to-month,Bank transfer (automatic),90.58,3201.55,Fiber optic,2,Yes,Yes,1,25-48 months,2.59,0.54,Medium Risk,586.96
CUST-0385,Male,0,41,One year,Credit card (automatic),52.21,2122.23,Fiber optic,1,No,Yes,1,25-48 months,1.27,0.323,Medium Risk,202.37
CUST-0386,Female,0,35,Month-to-month,Electronic check,18.25,668.0,No,2,No,Yes,1,25-48 months,0.52,0.394,Medium Risk,86.29
CUST-0387,Male,0,55,Two year,Mailed check,48.23,2663.56,DSL,0,No,No,0,49+ months,0.88,0.156,Low Risk,90.29
CUST-0388,Male,0,24,Month-to-month,Electronic check,83.28,2019.72,Fiber optic,1,No,Yes,1,13-24 months,3.47,0.637,High Risk,636.59
CUST-0389,Male,0,10,Month-to-month,Credit card (automatic),73.0,709.6,DSL,0,No,No,0,7-12 months,7.3,0.515,Medium Risk,451.14
CUST-0390,Male,0,16,One year,Credit card (automatic),23.05,373.43,No,1,No,No,0,13-24 months,1.44,0.304,Medium Risk,84.09
CUST-0391,Male,0,53,Two year,Mailed check,23.83,1272.03,No,1,Yes,No,0,49+ months,0.45,0.142,Low Risk,40.61
CUST-0392,Male,0,20,Month-to-month,Credit card (automatic),92.31,1788.01,Fiber optic,1,Yes,No,0,13-24 months,4.62,0.59,Medium Risk,653.55
CUST-0393,Female,0,36,One year,Mailed check,46.95,1615.76,Fiber optic,0,No,No,0,25-48 months,1.3,0.38,Medium Risk,214.09
CUST-0394,Female,0,18,One year,Bank transfer (automatic),49.17,894.3,DSL,2,No,No,0,13-24 months,2.73,0.356,Medium Risk,210.05
CUST-0395,Male,0,4,Month-to-month,Electronic check,77.86,319.65,Fiber optic,1,Yes,Yes,1,0-6 months,19.46,0.734,High Risk,685.79
CUST-0396,Female,1,49,Two year,Bank transfer (automatic),36.74,1804.47,No,3,Yes,No,0,49+ months,0.75,0.157,Low Risk,69.22
CUST-0397,Female,0,72,Two year,Electronic check,67.35,4716.71,Fiber optic,0,No,No,0,49+ months,0.94,0.206,Low Risk,166.49
CUST-0398,Female,0,26,One year,Credit card (automatic),75.52,1996.22,Fiber optic,1,Yes,Yes,1,25-48 months,2.9,0.411,Medium Risk,372.46
CUST-0399,Female,0,54,Two year,Bank transfer (automatic),37.68,1949.28,Fiber optic,4,Yes,No,0,49+ months,0.7,0.234,Low Risk,105.81
CUST-0400,Male,0,36,Two year,Bank transfer (automatic),20.13,720.46,No,1,Yes,Yes,1,25-48 months,0.56,0.203,Low Risk,49.04
CUST-0401,Female,0,26,One year,Electronic check,61.8,1552.71,DSL,0,Yes,Yes,1,25-48 months,2.38,0.359,Medium Risk,266.23
CUST-0402,Female,0,49,Two year,Electronic check,40.27,1910.97,DSL,1,Yes,Yes,1,49+ months,0.82,0.198,Low Risk,95.68
CUST-0403,Male,0,11,One year,Electronic check,75.88,809.83,Fiber optic,1,Yes,No,0,7-12 months,6.9,0.573,Medium Risk,521.75
CUST-0404,Male,0,12,One year,Mailed check,36.7,435.41,No,2,Yes,No,0,7-12 months,3.06,0.352,Medium Risk,155.02
CUST-0405,Female,0,37,One year,Electronic check,49.86,1762.02,DSL,2,No,No,0,25-48 months,1.35,0.291,Low Risk,174.11
CUST-0406,Female,0,45,Two year,Credit card (automatic),57.56,2563.73,DSL,3,Yes,No,0,25-48 months,1.28,0.165,Low Risk,113.97
CUST-0407,Female,0,4,Month-to-month,Bank transfer (automatic),40.56,162.43,DSL,3,No,Yes,1,0-6 months,10.14,0.565,Medium Risk,275.0
CUST-0408,Female,0,39,Two year,Electronic check,51.9,2020.72,DSL,2,No,Yes,1,25-48 months,1.33,0.237,Low Risk,147.6
CUST-0409,Female,0,63,Two year,Mailed check,84.15,5239.31,Fiber optic,1,Yes,No,0,49+ months,1.34,0.212,Low Risk,214.08
CUST-0410,Female,0,9,Month-to-month,Mailed check,77.35,719.76,Fiber optic,3,No,Yes,1,7-12 months,8.59,0.665,High Risk,617.25
CUST-0411,Male,0,72,Two year,Bank transfer (automatic),66.2,4597.35,Fiber optic,1,Yes,No,0,49+ months,0.92,0.181,Low Risk,143.79
CUST-0412,Female,1,10,Month-to-month,Mailed check,78.36,784.05,Fiber optic,1,No,Yes,1,7-12 months,7.84,0.668,High Risk,628.13
CUST-0413,Female,0,14,Month-to-month,Credit card (automatic),85.72,1147.52,Fiber optic,1,Yes,Yes,1,13-24 months,6.12,0.621,High Risk,638.79
CUST-0414,Male,0,43,One year,Mailed check,18.25,751.1,No,1,No,Yes,1,25-48 months,0.42,0.208,Low Risk,45.55
CUST-0415,Male,0,3,Month-to-month,Credit card (automatic),92.39,279.22,Fiber optic,1,No,Yes,1,0-6 months,30.8,0.681,High Risk,755.01
CUST-0416,Male,0,63,Two year,Credit card (automatic),24.96,1582.86,No,0,Yes,No,0,49+ months,0.4,0.106,Low Risk,31.75
CUST-0417,Male,0,8,Two year,Electronic check,81.38,675.65,Fiber optic,3,Yes,No,0,7-12 months,10.17,0.525,Medium Risk,512.69
CUST-0418,Female,0,30,One year,Credit card (automatic),72.96,2201.47,DSL,3,No,No,0,25-48 months,2.43,0.266,Low Risk,232.89
CUST-0419,Female,0,36,Month-to-month,Electronic check,54.42,2049.2,Fiber optic,3,No,No,0,25-48 months,1.51,0.552,Medium Risk,360.48
CUST-0420,Female,0,17,Month-to-month,Credit card (automatic),44.36,720.09,DSL,2,Yes,No,0,13-24 months,2.61,0.456,Medium Risk,242.74
CUST-0421,Female,0,17,One year,Mailed check,70.67,1153.1,Fiber optic,1,No,No,0,13-24 months,4.16,0.491,Medium Risk,416.39
CUST-0422,Female,1,49,Two year,Credit card (automatic),43.24,2022.16,DSL,1,Yes,No,0,49+ months,0.88,0.155,Low Risk,80.43
CUST-0423,Female,0,18,One year,Credit card (automatic),81.02,1412.46,DSL,1,No,No,0,13-24 months,4.5,0.334,Medium Risk,324.73
CUST-0424,Male,0,7,Month-to-month,Credit card (automatic),18.25,128.28,No,2,Yes,No,0,7-12 months,2.61,0.479,Medium Risk,104.9
CUST-0425,Female,0,33,One year,Bank transfer (automatic),46.67,1562.53,DSL,0,No,Yes,1,25-48 months,1.41,0.288,Low Risk,161.29
CUST-0426,Male,1,35,One year,Electronic check,33.07,1104.85,No,0,Yes,No,0,25-48 months,0.94,0.282,Low Risk,111.91
CUST-0427,Male,0,35,Two year,Electronic check,36.97,1351.66,DSL,2,Yes,No,0,25-48 months,1.06,0.25,Low Risk,110.91
CUST-0428,Female,0,4,Month-to-month,Mailed check,69.06,285.69,Fiber optic,0,Yes,Yes,1,0-6 months,17.26,0.699,High Risk,579.28
CUST-0429,Male,1,60,Two year,Electronic check,79.76,4688.27,Fiber optic,4,Yes,No,0,49+ months,1.33,0.245,Low Risk,234.49
CUST-0430,Female,1,27,One year,Bank transfer (automatic),70.01,1810.35,Fiber optic,0,Yes,No,0,25-48 months,2.59,0.448,Medium Risk,376.37
CUST-0431,Male,0,48,Two year,Electronic check,53.6,2487.87,DSL,0,Yes,No,0,25-48 months,1.12,0.208,Low Risk,133.79
CUST-0432,Female,0,9,Month-to-month,Credit card (automatic),47.06,407.74,DSL,1,No,Yes,1,7-12 months,5.23,0.507,Medium Risk,286.31
CUST-0433,Male,0,12,One year,Bank transfer (automatic),32.28,372.77,DSL,1,Yes,Yes,1,7-12 months,2.69,0.387,Medium Risk,149.91
CUST-0434,Female,0,47,Two year,Credit card (automatic),59.82,2816.76,DSL,4,Yes,Yes,1,25-48 months,1.27,0.157,Low Risk,112.7
CUST-0435,Female,1,14,Month-to-month,Electronic check,101.32,1382.43,Fiber optic,1,Yes,Yes,1,13-24 months,7.24,0.694,High Risk,843.79
CUST-0436,Female,0,36,Two year,Credit card (automatic),30.28,1074.62,No,1,Yes,No,0,25-48 months,0.84,0.18,Low Risk,65.4
CUST-0437,Female,0,47,One year,Credit card (automatic),33.38,1645.66,No,2,Yes,No,0,25-48 months,0.71,0.175,Low Risk,70.1
CUST-0438,Female,0,5,Month-to-month,Mailed check,85.39,434.82,Fiber optic,1,Yes,Yes,1,0-6 months,17.08,0.695,High Risk,712.15
CUST-0439,Male,0,1,Month-to-month,Bank transfer (automatic),55.96,58.47,Fiber optic,5,Yes,No,0,0-6 months,55.96,0.699,High Risk,469.39
CUST-0440,Male,0,41,One year,Bank transfer (automatic),100.54,3974.8,Fiber optic,3,Yes,Yes,1,25-48 months,2.45,0.368,Medium Risk,443.98
CUST-0441,Male,0,23,Month-to-month,Electronic check,58.03,1318.96,DSL,4,Yes,Yes,1,13-24 months,2.52,0.493,Medium Risk,343.31
CUST-0442,Female,0,44,One year,Mailed check,54.48,2410.24,No,2,Yes,No,0,25-48 months,1.24,0.21,Low Risk,137.29
CUST-0443,Male,0,31,Month-to-month,Mailed check,64.0,1900.03,Fiber optic,1,Yes,Yes,1,25-48 months,2.06,0.548,Medium Risk,420.86
CUST-0444,Female,0,31,One year,Electronic check,102.27,3013.18,Fiber optic,1,Yes,Yes,1,25-48 months,3.3,0.467,Medium Risk,573.12
CUST-0445,Female,0,33,Month-to-month,Mailed check,66.63,2236.26,DSL,2,No,No,0,25-48 months,2.02,0.403,Medium Risk,322.22
CUST-0446,Male,0,16,Two year,Electronic check,83.3,1351.7,Fiber optic,1,Yes,Yes,1,13-24 months,5.21,0.488,Medium Risk,487.8
CUST-0447,Male,0,45,Two year,Electronic check,78.51,3501.43,Fiber optic,2,No,No,0,25-48 months,1.74,0.322,Medium Risk,303.36
CUST-0448,Female,0,44,Two year,Electronic check,26.27,1154.68,No,2,Yes,Yes,1,25-48 months,0.6,0.194,Low Risk,61.16
CUST-0449,Male,0,47,One year,Credit card (automatic),93.01,4334.51,Fiber optic,1,No,Yes,1,25-48 months,1.98,0.306,Medium Risk,341.53
CUST-0450,Female,0,3,Month-to-month,Mailed check,77.11,220.32,Fiber optic,1,No,Yes,1,0-6 months,25.7,0.702,High Risk,649.57
CUST-0451,Female,0,35,Two year,Credit card (automatic),18.25,628.23,No,1,Yes,No,0,25-48 months,0.52,0.181,Low Risk,39.64
CUST-0452,Female,0,8,Month-to-month,Mailed check,38.24,296.04,DSL,3,No,Yes,1,7-12 months,4.78,0.531,Medium Risk,243.67
CUST-0453,Female,0,29,Month-to-month,Electronic check,72.21,2010.0,Fiber optic,1,Yes,No,0,25-48 months,2.49,0.606,High Risk,525.11
CUST-0454,Female,0,41,Month-to-month,Mailed check,59.65,2557.35,DSL,2,Yes,No,0,25-48 months,1.45,0.357,Medium Risk,255.54
CUST-0455,Male,0,4,Month-to-month,Mailed check,74.15,299.55,Fiber optic,3,No,Yes,1,0-6 months,18.54,0.689,High Risk,613.07
CUST-0456,Male,1,47,Two year,Electronic check,48.28,2321.05,No,1,No,No,0,25-48 months,1.03,0.191,Low Risk,110.66
CUST-0457,Female,0,40,One year,Bank transfer (automatic),25.73,1010.2,DSL,0,Yes,Yes,1,25-48 months,0.64,0.25,Low Risk,77.19
CUST-0458,Female,0,61,Month-to-month,Electronic check,32.15,1940.19,No,3,Yes,Yes,1,49+ months,0.53,0.263,Low Risk,101.47
CUST-0459,Male,0,1,Month-to-month,Bank transfer (automatic),27.73,27.0,DSL,2,Yes,Yes,1,0-6 months,27.73,0.582,Medium Risk,193.67
CUST-0460,Male,0,14,Two year,Bank transfer (automatic),41.4,556.24,No,1,Yes,No,0,13-24 months,2.96,0.304,Medium Risk,151.03
CUST-0461,Female,0,18,Month-to-month,Electronic check,73.58,1281.93,Fiber optic,2,No,Yes,1,13-24 months,4.09,0.661,High Risk,583.64
CUST-0462,Male,0,1,Month-to-month,Electronic check,36.29,37.37,No,0,Yes,Yes,1,0-6 months,36.29,0.603,High Risk,262.59
CUST-0463,Female,0,8,Month-to-month,Bank transfer (automatic),42.04,342.29,DSL,0,Yes,No,0,7-12 months,5.26,0.556,Medium Risk,280.49
CUST-0464,Male,0,43,Two year,Mailed check,49.19,2125.1,No,0,Yes,Yes,1,25-48 months,1.14,0.181,Low Risk,106.84
CUST-0465,Female,0,46,One year,Electronic check,90.63,4158.6,Fiber optic,2,Yes,No,0,25-48 months,1.97,0.375,Medium Risk,407.84
CUST-0466,Male,1,72,Month-to-month,Credit card (automatic),63.75,4783.9,DSL,0,Yes,No,0,49+ months,0.89,0.2,Low Risk,153.0
CUST-0467,Female,0,14,Month-to-month,Electronic check,28.06,376.06,No,2,No,Yes,1,13-24 months,2.0,0.518,Medium Risk,174.42
CUST-0468,Male,1,17,One year,Bank transfer (automatic),63.7,1059.14,DSL,1,No,Yes,1,13-24 months,3.75,0.371,Medium Risk,283.59
CUST-0469,Male,0,21,One year,Credit card (automatic),19.4,401.29,No,1,No,Yes,1,13-24 months,0.92,0.279,Low Risk,64.95
CUST-0470,Female,0,7,Month-to-month,Electronic check,67.83,488.22,DSL,3,Yes,No,0,7-12 months,9.69,0.592,Medium Risk,481.86
CUST-0471,Male,1,38,Two year,Electronic check,99.74,3976.79,Fiber optic,1,No,No,0,25-48 months,2.62,0.37,Medium Risk,442.85
CUST-0472,Female,0,8,Month-to-month,Electronic check,91.06,709.59,Fiber optic,1,No,No,0,7-12 months,11.38,0.72,High Risk,786.76
CUST-0473,Male,0,11,Month-to-month,Electronic check,44.06,502.8,DSL,0,No,No,0,7-12 months,4.01,0.574,Medium Risk,303.49
CUST-0474,Female,0,45,Two year,Electronic check,60.42,2808.79,DSL,4,Yes,No,0,25-48 months,1.34,0.209,Low Risk,151.53
CUST-0475,Male,0,23,Month-to-month,Bank transfer (automatic),35.6,796.25,DSL,0,Yes,Yes,1,13-24 months,1.55,0.467,Medium Risk,199.5
CUST-0476,Female,1,45,One year,Electronic check,83.59,3723.68,Fiber optic,4,Yes,Yes,1,25-48 months,1.86,0.369,Medium Risk,370.14
CUST-0477,Male,0,1,Month-to-month,Mailed check,61.76,61.2,DSL,1,Yes,No,0,0-6 months,61.76,0.588,Medium Risk,435.78
CUST-0478,Female,0,4,Month-to-month,Credit card (automatic),46.95,196.78,Fiber optic,2,Yes,Yes,1,0-6 months,11.74,0.657,High Risk,370.15
CUST-0479,Male,0,62,Two year,Credit card (automatic),37.57,2255.01,DSL,1,Yes,No,0,49+ months,0.61,0.119,Low Risk,53.65
CUST-0480,Female,0,19,Month-to-month,Bank transfer (automatic),50.75,993.1,DSL,1,Yes,No,0,13-24 months,2.67,0.491,Medium Risk,299.02
CUST-0481,Female,0,44,Two year,Electronic check,70.49,3050.13,Fiber optic,1,No,No,0,25-48 months,1.6,0.329,Medium Risk,278.29
CUST-0482,Female,0,29,Month-to-month,Bank transfer (automatic),36.86,1093.62,DSL,1,Yes,No,0,25-48 months,1.27,0.429,Medium Risk,189.76
CUST-0483,Male,0,26,Month-to-month,Mailed check,35.83,924.13,No,1,Yes,No,0,25-48 months,1.38,0.411,Medium Risk,176.71
CUST-0484,Female,0,14,Month-to-month,Mailed check,33.77,476.48,No,1,No,Yes,1,13-24 months,2.41,0.479,Medium Risk,194.11
CUST-0485,Male,0,29,One year,Electronic check,72.09,2160.15,Fiber optic,0,No,No,0,25-48 months,2.49,0.472,Medium Risk,408.32
CUST-0486,Female,1,1,Month-to-month,Credit card (automatic),63.66,65.6,Fiber optic,3,No,Yes,1,0-6 months,63.66,0.674,High Risk,514.88
CUST-0487,Male,0,54,Two year,Mailed check,45.73,2559.91,No,1,No,No,0,49+ months,0.85,0.143,Low Risk,78.47
CUST-0488,Female,0,27,Month-to-month,Electronic check,79.83,2060.49,DSL,0,Yes,Yes,1,25-48 months,2.96,0.495,Medium Risk,474.19
CUST-0489,Male,0,69,Two year,Mailed check,47.75,3358.03,DSL,3,No,Yes,1,49+ months,0.69,0.112,Low Risk,64.18
CUST-0490,Male,0,25,Month-to-month,Mailed check,45.82,1104.26,DSL,1,Yes,No,0,25-48 months,1.83,0.445,Medium Risk,244.68
CUST-0491,Female,0,49,Two year,Credit card (automatic),82.37,4002.15,Fiber optic,2,Yes,Yes,1,49+ months,1.68,0.244,Low Risk,241.18
CUST-0492,Male,0,69,Two year,Bank transfer (automatic),49.63,3441.11,DSL,1,Yes,No,0,49+ months,0.72,0.12,Low Risk,71.47
CUST-0493,Male,0,54,Two year,Bank transfer (automatic),72.91,3898.85,Fiber optic,2,Yes,No,0,49+ months,1.35,0.25,Low Risk,218.73
CUST-0494,Female,0,35,Two year,Electronic check,41.09,1440.97,No,1,Yes,No,0,25-48 months,1.17,0.236,Low Risk,116.37
CUST-0495,Male,0,69,Two year,Mailed check,18.25,1321.78,No,2,No,No,0,49+ months,0.26,0.1,Low Risk,21.9
CUST-0496,Male,1,38,One year,Mailed check,94.77,3469.89,Fiber optic,4,No,Yes,1,25-48 months,2.49,0.369,Medium Risk,419.64
CUST-0497,Male,0,3,Month-to-month,Electronic check,56.09,171.22,DSL,0,Yes,Yes,1,0-6 months,18.7,0.623,High Risk,419.33
CUST-0498,Female,0,3,Month-to-month,Electronic check,23.83,70.75,No,1,Yes,Yes,1,0-6 months,7.94,0.583,Medium Risk,166.71
CUST-0499,Male,1,52,Two year,Bank transfer (automatic),73.66,3689.75,Fiber optic,0,No,No,0,49+ months,1.42,0.265,Low Risk,234.24
CUST-0500,Female,0,35,One year,Electronic check,54.44,1840.38,DSL,0,No,No,0,25-48 months,1.56,0.31,Medium Risk,202.52
